Date Time,time (s),int,temp (degC),rh (%),lumen1 (nm),lumen2 (nm)
08.01.2009 21:30:00,1136,3,20.52,38.687,201.43,570.4
08.01.2009 21:40:00,1137,4,20.77,40.023,227.14,662.4
08.01.2009 21:50:00,1139,2,20.86,40.874,175.71,565.8
08.01.2009 22:00:00,1140,4,20.77,40.023,221.43,676.2
08.01.2009 22:10:00,1141,1,20.53,42.332,190.0,510.6
08.01.2009 22:20:00,1141,3,20.52,38.687,202.86,565.8
08.01.2009 22:30:00,1143,2,20.86,40.874,175.71,565.8
08.01.2009 22:40:00,1144,3,20.53,38.687,201.43,556.6
08.01.2009 22:50:00,1145,4,20.77,40.023,217.14,685.4
08.01.2009 23:00:00,1145,1,20.53,42.332,190.0,515.2
08.01.2009 23:10:00,1147,2,20.86,40.874,175.71,570.4
08.01.2009 23:20:00,1148,1,20.52,42.332,190.0,510.6
08.01.2009 23:30:00,1148,4,20.77,40.023,220.0,680.8
08.01.2009 23:40:00,1149,3,20.53,38.687,204.29,570.4
08.01.2009 23:50:00,1151,2,20.86,40.874,172.86,565.8
09.01.2009 00:00:00,1152,3,20.52,38.687,202.86,570.4
09.01.2009 00:10:00,1153,1,20.52,42.332,190.0,515.2
09.01.2009 00:20:00,1153,4,20.77,40.023,217.14,680.8
09.01.2009 00:30:00,1155,2,20.86,40.874,174.29,570.4
09.01.2009 00:40:00,1156,1,20.53,42.332,190.0,515.2
09.01.2009 00:50:00,1156,3,20.52,38.687,204.29,570.4
09.01.2009 01:00:00,1156,4,20.76,39.983,220.0,685.4
09.01.2009 01:10:00,1159,2,20.85,40.874,175.71,565.8
09.01.2009 01:20:00,1160,1,20.53,42.332,191.43,510.6
09.01.2009 01:30:00,1161,4,20.75,40.023,221.43,685.4
09.01.2009 01:40:00,1163,2,20.85,40.874,175.71,556.6
09.01.2009 01:50:00,1164,4,20.76,40.023,220.0,685.4
09.01.2009 02:00:00,1165,1,20.54,42.332,190.0,515.2
09.01.2009 02:10:00,1167,2,20.86,40.874,174.29,570.4
09.01.2009 02:20:00,1168,1,20.52,42.332,190.0,510.6
09.01.2009 02:30:00,1168,4,20.76,40.023,218.57,685.4
09.01.2009 02:40:00,1171,2,20.86,40.874,180.0,575.0
09.01.2009 02:50:00,1172,1,20.52,42.332,190.0,510.6
09.01.2009 03:00:00,1173,4,20.76,40.023,218.57,690.0
09.01.2009 03:10:00,1173,3,20.53,38.687,202.86,570.4
09.01.2009 03:20:00,1173,3,20.53,38.687,202.86,575.0
09.01.2009 03:30:00,1174,3,20.53,38.687,204.29,575.0
09.01.2009 03:40:00,1175,2,20.86,40.874,174.29,575.0
09.01.2009 03:50:00,1175,3,20.54,38.687,200.0,575.0
09.01.2009 04:00:00,1176,1,20.53,42.373,195.71,519.8
09.01.2009 04:10:00,1176,3,20.53,38.687,200.0,575.0
09.01.2009 04:20:00,1177,4,20.77,40.023,218.57,685.4
09.01.2009 04:30:00,1179,2,20.86,40.874,175.71,570.4
09.01.2009 04:40:00,1180,4,20.77,40.064,218.57,680.8
09.01.2009 04:50:00,1181,1,20.53,42.332,191.43,515.2
09.01.2009 05:00:00,1183,2,20.86,40.874,174.29,570.4
09.01.2009 05:10:00,1185,4,20.76,40.023,220.0,680.8
09.01.2009 05:20:00,1185,1,20.54,42.373,190.0,515.2
09.01.2009 05:30:00,1187,2,20.85,40.874,175.71,570.4
09.01.2009 05:40:00,1189,4,20.76,40.023,220.0,680.8
09.01.2009 05:50:00,1189,1,20.54,42.332,190.0,515.2
09.01.2009 06:00:00,1190,3,20.54,38.687,202.86,579.6
09.01.2009 06:10:00,1190,3,20.53,38.687,204.29,575.0
09.01.2009 06:20:00,1191,3,20.53,38.687,204.29,575.0
09.01.2009 06:30:00,1191,2,20.86,40.874,177.14,570.4
09.01.2009 06:40:00,1193,1,20.54,42.332,190.0,515.2
09.01.2009 06:50:00,1193,3,20.54,38.687,202.86,575.0
09.01.2009 07:00:00,1193,4,20.76,39.983,221.43,685.4
09.01.2009 07:10:00,1195,2,20.86,40.874,174.29,570.4
09.01.2009 07:20:00,1196,3,20.53,38.687,202.86,579.6
09.01.2009 07:30:00,1197,1,20.54,42.332,192.86,515.2
09.01.2009 07:40:00,1197,4,20.77,40.023,220.0,676.2
09.01.2009 07:50:00,1198,2,20.86,40.874,174.29,570.4
09.01.2009 08:00:00,1200,1,20.53,42.332,190.0,519.8
09.01.2009 08:10:00,1201,3,20.52,38.727,202.86,575.0
09.01.2009 08:20:00,1201,4,20.76,40.023,220.0,699.2
09.01.2009 08:30:00,1203,2,20.86,40.874,177.14,570.4
09.01.2009 08:40:00,1204,4,20.76,40.023,220.0,703.8
09.01.2009 08:50:00,1204,1,20.54,42.332,187.14,515.2
09.01.2009 09:00:00,1205,3,20.54,38.687,202.86,584.2
09.01.2009 09:10:00,1207,2,20.86,40.874,175.71,570.4
09.01.2009 09:20:00,1209,4,20.76,40.023,221.43,685.4
09.01.2009 09:30:00,1209,1,20.54,42.332,190.0,515.2
09.01.2009 09:40:00,1209,3,20.53,38.687,202.86,579.6
09.01.2009 09:50:00,1210,2,20.86,40.874,177.14,575.0
09.01.2009 10:00:00,1212,4,20.76,40.023,220.0,685.4
09.01.2009 10:10:00,1213,3,20.53,38.687,205.71,579.6
09.01.2009 10:20:00,1213,1,20.54,42.332,191.43,510.6
09.01.2009 10:30:00,1214,2,20.87,40.874,175.71,575.0
09.01.2009 10:40:00,1217,4,20.76,40.023,220.0,690.0
09.01.2009 10:50:00,1217,1,20.54,42.332,191.43,529.0
09.01.2009 11:00:00,1217,3,20.53,38.687,201.43,579.6
09.01.2009 11:10:00,1219,2,20.86,40.874,174.29,561.2
09.01.2009 11:20:00,1220,1,20.54,42.332,191.43,515.2
09.01.2009 11:30:00,1220,4,20.78,39.983,220.0,685.4
09.01.2009 11:40:00,1223,2,20.86,40.874,175.71,575.0
09.01.2009 11:50:00,1225,4,20.78,40.023,221.43,694.6
09.01.2009 12:00:00,1225,1,20.53,42.332,190.0,515.2
09.01.2009 12:10:00,1227,2,20.86,40.874,175.71,575.0
09.01.2009 12:20:00,1228,4,20.78,39.983,220.0,685.4
09.01.2009 12:30:00,1229,1,20.54,42.332,190.0,515.2
09.01.2009 12:40:00,1231,3,20.53,38.687,202.86,575.0
09.01.2009 12:50:00,1231,2,20.86,40.874,177.14,570.4
09.01.2009 13:00:00,1232,3,20.54,38.687,202.86,579.6
09.01.2009 13:10:00,1232,3,20.52,38.687,201.43,561.2
09.01.2009 13:20:00,1232,4,20.78,39.983,220.0,694.6
09.01.2009 13:30:00,1232,3,20.53,38.687,201.43,579.6
09.01.2009 13:40:00,1233,1,20.54,42.332,190.0,515.2
09.01.2009 13:50:00,1235,2,20.85,40.874,174.29,575.0
09.01.2009 14:00:00,1236,1,20.54,42.332,191.43,515.2
09.01.2009 14:10:00,1236,4,20.78,39.983,220.0,694.6
09.01.2009 14:20:00,1237,3,20.53,38.687,201.43,570.4
09.01.2009 14:30:00,1239,2,20.86,40.874,174.29,570.4
09.01.2009 14:40:00,1240,1,20.54,42.332,191.43,515.2
09.01.2009 14:50:00,1241,4,20.78,39.983,220.0,685.4
09.01.2009 15:00:00,1241,3,20.53,38.687,202.86,575.0
09.01.2009 15:10:00,1243,2,20.86,40.874,175.71,552.0
09.01.2009 15:20:00,1244,3,20.53,38.687,201.43,561.2
09.01.2009 15:30:00,1244,1,20.54,42.332,190.0,515.2
09.01.2009 15:40:00,1245,4,20.78,39.983,218.57,690.0
09.01.2009 15:50:00,1247,2,20.87,40.874,177.14,575.0
09.01.2009 16:00:00,1248,3,20.54,38.687,202.86,561.2
09.01.2009 16:10:00,1248,4,20.78,39.983,218.57,680.8
09.01.2009 16:20:00,1249,1,20.54,42.332,191.43,515.2
09.01.2009 16:30:00,1252,2,20.86,40.874,175.71,575.0
09.01.2009 16:40:00,1252,3,20.54,38.687,202.86,579.6
09.01.2009 16:50:00,1252,4,20.78,39.983,220.0,694.6
09.01.2009 17:00:00,1252,1,20.54,42.332,191.43,515.2
09.01.2009 17:10:00,1255,2,20.86,40.874,175.71,570.4
09.01.2009 17:20:00,1256,3,20.53,38.687,204.29,575.0
09.01.2009 17:30:00,1257,1,20.55,42.332,190.0,506.0
09.01.2009 17:40:00,1257,4,20.78,39.983,220.0,685.4
09.01.2009 17:50:00,1258,2,20.86,40.874,174.29,575.0
09.01.2009 18:00:00,1260,4,20.78,39.983,221.43,685.4
09.01.2009 18:10:00,1260,3,20.53,38.687,202.86,579.6
09.01.2009 18:20:00,1261,1,20.54,42.332,192.86,510.6
09.01.2009 18:30:00,1263,2,20.87,40.874,177.14,575.0
09.01.2009 18:40:00,1264,4,20.78,39.983,220.0,694.6
09.01.2009 18:50:00,1264,3,20.54,38.687,201.43,579.6
09.01.2009 19:00:00,1265,1,20.54,42.332,191.43,515.2
09.01.2009 19:10:00,1267,2,20.86,40.874,177.14,570.4
09.01.2009 19:20:00,1269,3,20.54,38.687,202.86,570.4
09.01.2009 19:30:00,1269,1,20.54,42.332,191.43,515.2
09.01.2009 19:40:00,1269,4,20.78,39.983,220.0,690.0
09.01.2009 19:50:00,1271,2,20.87,40.874,174.29,565.8
09.01.2009 20:00:00,1272,4,20.78,39.983,220.0,694.6
09.01.2009 20:10:00,1273,1,20.54,42.332,190.0,510.6
09.01.2009 20:20:00,1273,3,20.54,38.687,202.86,575.0
09.01.2009 20:30:00,1275,2,20.88,40.874,177.14,570.4
09.01.2009 20:40:00,1276,1,20.54,42.332,190.0,515.2
09.01.2009 20:50:00,1277,3,20.54,38.687,202.86,579.6
09.01.2009 21:00:00,1277,4,20.78,40.023,220.0,680.8
09.01.2009 21:10:00,1279,2,20.86,40.874,175.71,570.4
09.01.2009 21:20:00,1280,1,20.54,42.373,192.86,506.0
09.01.2009 21:30:00,1280,4,20.79,39.983,221.43,685.4
09.01.2009 21:40:00,1280,3,20.54,38.687,202.86,575.0
09.01.2009 21:50:00,1283,2,20.87,40.874,174.29,575.0
09.01.2009 22:00:00,1284,1,20.54,42.332,190.0,510.6
09.01.2009 22:10:00,1285,3,20.55,38.687,201.43,575.0
09.01.2009 22:20:00,1285,4,20.78,40.023,220.0,680.8
09.01.2009 22:30:00,1287,2,20.87,40.874,174.29,570.4
09.01.2009 22:40:00,1288,4,20.78,39.983,218.57,690.0
09.01.2009 22:50:00,1288,3,20.54,38.687,201.43,579.6
09.01.2009 23:00:00,1289,1,20.54,42.332,190.0,510.6
09.01.2009 23:10:00,1290,2,20.87,40.874,174.29,575.0
09.01.2009 23:20:00,1292,1,20.54,42.373,191.43,515.2
09.01.2009 23:30:00,1292,3,20.56,38.687,201.43,570.4
09.01.2009 23:40:00,1293,4,20.78,39.983,221.43,690.0
09.01.2009 23:50:00,1295,2,20.86,40.874,174.29,570.4
10.01.2009 00:00:00,1296,1,20.56,42.332,190.0,510.6
10.01.2009 00:10:00,1296,4,20.78,39.983,221.43,685.4
10.01.2009 00:20:00,1296,3,20.55,38.687,204.29,579.6
10.01.2009 00:30:00,1299,2,20.86,40.874,175.71,575.0
10.01.2009 00:40:00,1301,4,20.79,39.983,218.57,694.6
10.01.2009 00:50:00,1301,1,20.54,42.332,192.86,510.6
10.01.2009 01:00:00,1301,3,20.54,38.687,201.43,570.4
10.01.2009 01:10:00,1303,2,20.86,40.874,175.71,570.4
10.01.2009 01:20:00,1304,1,20.55,42.373,190.0,515.2
10.01.2009 01:30:00,1305,4,20.78,39.983,217.14,685.4
10.01.2009 01:40:00,1305,3,20.55,38.687,201.43,575.0
10.01.2009 01:50:00,1307,2,20.86,40.874,175.71,570.4
10.01.2009 02:00:00,1308,4,20.79,39.983,220.0,685.4
10.01.2009 02:10:00,1309,3,20.55,38.687,205.71,570.4
10.01.2009 02:20:00,1309,1,20.54,42.332,190.0,515.2
10.01.2009 02:30:00,1311,2,20.86,40.874,175.71,570.4
10.01.2009 02:40:00,1312,3,20.56,38.687,202.86,579.6
10.01.2009 02:50:00,1312,4,20.79,40.023,217.14,685.4
10.01.2009 03:00:00,1313,1,20.54,42.373,191.43,519.8
10.01.2009 03:10:00,1315,2,20.87,40.874,175.71,575.0
10.01.2009 03:20:00,1316,4,20.78,39.983,217.14,676.2
10.01.2009 03:30:00,1316,1,20.54,42.332,191.43,519.8
10.01.2009 03:40:00,1317,3,20.55,38.687,201.43,575.0
10.01.2009 03:50:00,1319,2,20.88,40.874,175.71,570.4
10.01.2009 04:00:00,1320,4,20.79,39.983,221.43,685.4
10.01.2009 04:10:00,1320,3,20.56,38.687,204.29,570.4
10.01.2009 04:20:00,1321,1,20.54,42.332,190.0,506.0
10.01.2009 04:30:00,1323,2,20.86,40.874,175.71,570.4
10.01.2009 04:40:00,1324,3,20.55,38.687,202.86,575.0
10.01.2009 04:50:00,1325,1,20.55,42.373,191.43,529.0
10.01.2009 05:00:00,1325,4,20.79,40.023,218.57,694.6
10.01.2009 05:10:00,1327,2,20.86,40.874,178.57,575.0
10.01.2009 05:20:00,1328,3,20.56,38.687,202.86,575.0
10.01.2009 05:30:00,1328,1,20.54,42.332,190.0,515.2
10.01.2009 05:40:00,1329,4,20.78,39.983,218.57,685.4
10.01.2009 05:50:00,1331,2,20.87,40.874,172.86,570.4
10.01.2009 06:00:00,1332,1,20.54,42.373,191.43,515.2
10.01.2009 06:10:00,1332,4,20.78,39.983,220.0,690.0
10.01.2009 06:20:00,1333,3,20.55,38.687,202.86,575.0
10.01.2009 06:30:00,1335,2,20.86,40.874,174.29,575.0
10.01.2009 06:40:00,1336,1,20.54,42.332,190.0,515.2
10.01.2009 06:50:00,1337,4,20.78,39.983,221.43,680.8
10.01.2009 07:00:00,1337,3,20.55,38.687,201.43,556.6
10.01.2009 07:10:00,1339,2,20.86,40.874,174.29,570.4
10.01.2009 07:20:00,1340,1,20.54,42.332,191.43,515.2
10.01.2009 07:30:00,1341,3,20.54,38.687,202.86,565.8
10.01.2009 07:40:00,1341,4,20.78,40.023,220.0,690.0
10.01.2009 07:50:00,1343,2,20.86,40.874,175.71,579.6
10.01.2009 08:00:00,1344,4,20.77,39.983,220.0,685.4
10.01.2009 08:10:00,1345,3,20.56,38.687,201.43,575.0
10.01.2009 08:20:00,1345,1,20.54,42.332,190.0,506.0
10.01.2009 08:30:00,1347,2,20.87,40.874,175.71,575.0
10.01.2009 08:40:00,1348,4,20.8,39.983,220.0,680.8
10.01.2009 08:50:00,1349,1,20.54,42.332,188.57,510.6
10.01.2009 09:00:00,1349,3,20.55,38.687,202.86,579.6
10.01.2009 09:10:00,1351,2,20.87,40.874,177.14,570.4
10.01.2009 09:20:00,1352,3,20.55,38.687,204.29,575.0
10.01.2009 09:30:00,1353,1,20.54,42.332,191.43,515.2
10.01.2009 09:40:00,1353,4,20.78,39.983,220.0,690.0
10.01.2009 09:50:00,1355,2,20.87,40.874,175.71,584.2
10.01.2009 10:00:00,1356,3,20.56,38.687,204.29,575.0
10.01.2009 10:10:00,1357,4,20.78,40.023,221.43,685.4
10.01.2009 10:20:00,1357,1,20.55,42.332,190.0,510.6
10.01.2009 10:30:00,1359,2,20.88,40.874,175.71,575.0
10.01.2009 10:40:00,1360,3,20.56,38.687,201.43,575.0
10.01.2009 10:50:00,1361,4,20.78,39.983,220.0,690.0
10.01.2009 11:00:00,1361,1,20.54,42.332,190.0,515.2
10.01.2009 11:10:00,1363,2,20.86,40.874,175.71,570.4
10.01.2009 11:20:00,1364,4,20.78,39.983,220.0,694.6
10.01.2009 11:30:00,1365,1,20.55,42.332,190.0,510.6
10.01.2009 11:40:00,1365,3,20.56,38.687,202.86,575.0
10.01.2009 11:50:00,1366,2,20.86,40.874,175.71,579.6
10.01.2009 12:00:00,1368,4,20.79,39.983,221.43,690.0
10.01.2009 12:10:00,1368,1,20.54,42.332,191.43,515.2
10.01.2009 12:20:00,1369,3,20.56,38.687,202.86,575.0
10.01.2009 12:30:00,1371,2,20.86,40.874,174.29,579.6
10.01.2009 12:40:00,1372,3,20.57,38.687,205.71,570.4
10.01.2009 12:50:00,1372,4,20.79,39.983,221.43,690.0
10.01.2009 13:00:00,1372,1,20.56,42.332,191.43,515.2
10.01.2009 13:10:00,1375,2,20.86,40.874,178.57,575.0
10.01.2009 13:20:00,1376,4,20.78,39.983,222.86,699.2
10.01.2009 13:30:00,1377,1,20.54,42.332,190.0,510.6
10.01.2009 13:40:00,1377,3,20.56,38.687,202.86,575.0
10.01.2009 13:50:00,1379,2,20.87,40.874,177.14,575.0
10.01.2009 14:00:00,1380,1,20.56,42.332,191.43,519.8
10.01.2009 14:10:00,1381,4,20.79,39.983,220.0,694.6
10.01.2009 14:20:00,1381,3,20.55,38.687,202.86,575.0
10.01.2009 14:30:00,1383,2,20.86,40.874,175.71,575.0
10.01.2009 14:40:00,1384,3,20.56,38.687,202.86,575.0
10.01.2009 14:50:00,1385,4,20.79,39.983,218.57,694.6
10.01.2009 15:00:00,1385,1,20.55,42.332,188.57,506.0
10.01.2009 15:10:00,1387,2,20.86,40.874,174.29,570.4
10.01.2009 15:20:00,1388,1,20.56,42.332,190.0,515.2
10.01.2009 15:30:00,1389,3,20.55,38.687,202.86,570.4
10.01.2009 15:40:00,1389,4,20.79,39.983,218.57,694.6
10.01.2009 15:50:00,1391,2,20.87,40.874,174.29,575.0
10.01.2009 16:00:00,1392,1,20.54,42.332,190.0,510.6
10.01.2009 16:10:00,1393,3,20.56,38.687,207.14,579.6
10.01.2009 16:20:00,1393,4,20.79,39.983,218.57,699.2
10.01.2009 16:30:00,1395,2,20.87,40.874,175.71,579.6
10.01.2009 16:40:00,1396,1,20.56,42.332,191.43,519.8
10.01.2009 16:50:00,1397,4,20.79,39.983,220.0,694.6
10.01.2009 17:00:00,1397,3,20.56,38.687,204.29,579.6
10.01.2009 17:10:00,1399,2,20.88,40.874,175.71,575.0
10.01.2009 17:20:00,1400,1,20.56,42.332,190.0,515.2
10.01.2009 17:30:00,1400,4,20.79,39.983,220.0,685.4
10.01.2009 17:40:00,1400,3,20.56,38.687,202.86,575.0
10.01.2009 17:50:00,1403,2,20.87,40.874,175.71,584.2
10.01.2009 18:00:00,1404,3,20.55,38.687,201.43,579.6
10.01.2009 18:10:00,1404,1,20.56,42.332,191.43,515.2
10.01.2009 18:20:00,1405,4,20.78,39.983,220.0,699.2
10.01.2009 18:30:00,1407,2,20.87,40.874,181.43,579.6
10.01.2009 18:40:00,1408,4,20.8,39.983,221.43,699.2
10.01.2009 18:50:00,1409,3,20.56,38.687,202.86,584.2
10.01.2009 19:00:00,1409,1,20.56,42.332,191.43,515.2
10.01.2009 19:10:00,1411,2,20.88,40.874,177.14,575.0
10.01.2009 19:20:00,1412,3,20.56,38.687,204.29,579.6
10.01.2009 19:30:00,1412,4,20.8,39.983,221.43,690.0
10.01.2009 19:40:00,1413,1,20.56,42.332,191.43,519.8
10.01.2009 19:50:00,1415,2,20.88,40.874,175.71,579.6
10.01.2009 20:00:00,1416,1,20.56,42.332,191.43,519.8
10.01.2009 20:10:00,1416,3,20.56,38.687,204.29,584.2
10.01.2009 20:20:00,1417,4,20.79,39.983,221.43,690.0
10.01.2009 20:30:00,1419,2,20.87,40.874,175.71,575.0
10.01.2009 20:40:00,1420,1,20.54,42.332,191.43,510.6
10.01.2009 20:50:00,1421,4,20.8,39.983,220.0,685.4
10.01.2009 21:00:00,1421,3,20.56,38.687,202.86,584.2
10.01.2009 21:10:00,1423,2,20.87,40.874,177.14,579.6
10.01.2009 21:20:00,1424,3,20.57,38.687,204.29,588.8
10.01.2009 21:30:00,1425,1,20.56,42.332,192.86,524.4
10.01.2009 21:40:00,1425,4,20.79,39.983,221.43,699.2
10.01.2009 21:50:00,1427,2,20.88,40.874,177.14,575.0
10.01.2009 22:00:00,1428,4,20.8,39.983,221.43,699.2
10.01.2009 22:10:00,1428,1,20.55,42.332,191.43,515.2
10.01.2009 22:20:00,1429,3,20.56,38.687,202.86,575.0
10.01.2009 22:30:00,1432,2,20.87,40.874,175.71,579.6
10.01.2009 22:40:00,1432,4,20.79,39.983,221.43,699.2
10.01.2009 22:50:00,1433,3,20.56,38.687,204.29,565.8
10.01.2009 23:00:00,1433,1,20.56,42.332,191.43,519.8
10.01.2009 23:10:00,1435,2,20.88,40.834,177.14,584.2
10.01.2009 23:20:00,1436,1,20.56,42.332,191.43,519.8
10.01.2009 23:30:00,1436,3,20.56,38.687,202.86,584.2
10.01.2009 23:40:00,1437,4,20.78,39.983,221.43,694.6
10.01.2009 23:50:00,1439,2,20.88,40.874,177.14,575.0
11.01.2009 00:00:00,1440,4,20.79,39.983,222.86,690.0
11.01.2009 00:10:00,1440,1,20.55,42.332,191.43,519.8
11.01.2009 00:20:00,1440,3,20.56,38.687,204.29,584.2
11.01.2009 00:30:00,1442,2,20.88,40.874,175.71,579.6
11.01.2009 00:40:00,1444,4,20.79,39.983,220.0,699.2
11.01.2009 00:50:00,1445,1,20.57,42.332,191.43,519.8
11.01.2009 01:00:00,1445,3,20.56,38.687,204.29,584.2
11.01.2009 01:10:00,1447,2,20.87,40.874,177.14,579.6
11.01.2009 01:20:00,1448,1,20.57,42.332,191.43,519.8
11.01.2009 01:30:00,1448,3,20.55,38.687,201.43,584.2
11.01.2009 01:40:00,1449,4,20.79,39.983,224.29,699.2
11.01.2009 01:50:00,1451,2,20.87,40.834,175.71,588.8
11.01.2009 02:00:00,1452,3,20.56,38.687,204.29,598.0
11.01.2009 02:10:00,1452,1,20.55,42.332,191.43,524.4
11.01.2009 02:20:00,1453,4,20.79,39.983,221.43,703.8
11.01.2009 02:30:00,1455,2,20.89,40.874,175.71,579.6
11.01.2009 02:40:00,1456,3,20.56,38.687,204.29,588.8
11.01.2009 02:50:00,1456,1,20.56,42.332,191.43,524.4
11.01.2009 03:00:00,1457,4,20.78,39.983,222.86,703.8
11.01.2009 03:10:00,1459,2,20.88,40.874,177.14,579.6
11.01.2009 03:20:00,1460,1,20.57,42.332,192.86,524.4
11.01.2009 03:30:00,1460,3,20.56,38.687,205.71,588.8
11.01.2009 03:40:00,1461,4,20.8,39.983,224.29,703.8
11.01.2009 03:50:00,1463,2,20.88,40.834,175.71,584.2
11.01.2009 04:00:00,1464,4,20.79,39.983,222.86,694.6
11.01.2009 04:10:00,1465,3,20.56,38.687,205.71,593.4
11.01.2009 04:20:00,1465,1,20.58,42.332,192.86,524.4
11.01.2009 04:30:00,1467,2,20.88,40.834,177.14,584.2
11.01.2009 04:40:00,1469,3,20.57,38.687,205.71,588.8
11.01.2009 04:50:00,1469,1,20.58,42.332,192.86,524.4
11.01.2009 05:00:00,1469,4,20.79,39.983,221.43,708.4
11.01.2009 05:10:00,1471,2,20.88,40.834,178.57,588.8
11.01.2009 05:20:00,1472,4,20.8,39.983,218.57,699.2
11.01.2009 05:30:00,1473,1,20.56,42.332,192.86,529.0
11.01.2009 05:40:00,1473,3,20.56,38.687,205.71,602.6
11.01.2009 05:50:00,1475,2,20.89,40.874,174.29,588.8
11.01.2009 06:00:00,1476,4,20.8,39.983,222.86,708.4
11.01.2009 06:10:00,1477,1,20.56,42.332,194.29,519.8
11.01.2009 06:20:00,1477,3,20.57,38.687,204.29,598.0
11.01.2009 06:30:00,1479,2,20.87,40.874,175.71,588.8
11.01.2009 06:40:00,1480,1,20.57,42.332,191.43,529.0
11.01.2009 06:50:00,1481,4,20.79,39.983,221.43,708.4
11.01.2009 07:00:00,1481,3,20.56,38.687,205.71,593.4
11.01.2009 07:10:00,1483,2,20.89,40.874,177.14,588.8
11.01.2009 07:20:00,1484,3,20.57,38.687,204.29,593.4
11.01.2009 07:30:00,1485,4,20.79,39.983,220.0,708.4
11.01.2009 07:40:00,1485,1,20.57,42.332,192.86,524.4
11.01.2009 07:50:00,1486,2,20.88,40.874,177.14,588.8
11.01.2009 08:00:00,1488,3,20.56,38.687,205.71,593.4
11.01.2009 08:10:00,1488,4,20.8,39.983,221.43,713.0
11.01.2009 08:20:00,1489,1,20.58,42.332,194.29,524.4
11.01.2009 08:30:00,1491,2,20.88,40.874,177.14,588.8
11.01.2009 08:40:00,1492,4,20.79,39.983,222.86,699.2
11.01.2009 08:50:00,1493,3,20.57,38.687,205.71,598.0
11.01.2009 09:00:00,1493,1,20.57,42.332,191.43,529.0
11.01.2009 09:10:00,1495,2,20.88,40.874,178.57,584.2
11.01.2009 09:20:00,1496,4,20.8,39.983,224.29,694.6
11.01.2009 09:30:00,1496,3,20.56,38.687,207.14,593.4
11.01.2009 09:40:00,1497,1,20.58,42.332,192.86,529.0
11.01.2009 09:50:00,1499,2,20.88,40.874,177.14,588.8
11.01.2009 10:00:00,1500,4,20.8,39.983,222.86,703.8
11.01.2009 10:10:00,1500,3,20.56,38.687,205.71,593.4
11.01.2009 10:20:00,1501,1,20.57,42.332,192.86,547.4
11.01.2009 10:30:00,1503,2,20.88,40.874,177.14,598.0
11.01.2009 10:40:00,1505,3,20.56,38.687,205.71,593.4
11.01.2009 10:50:00,1505,4,20.79,39.983,222.86,713.0
11.01.2009 11:00:00,1505,1,20.58,42.332,194.29,529.0
11.01.2009 11:10:00,1507,2,20.88,40.874,177.14,593.4
11.01.2009 11:20:00,1508,4,20.79,39.983,225.71,708.4
11.01.2009 11:30:00,1509,1,20.58,42.332,191.43,529.0
11.01.2009 11:40:00,1509,3,20.56,38.687,205.71,593.4
11.01.2009 11:50:00,1511,2,20.88,40.874,177.14,588.8
11.01.2009 12:00:00,1512,4,20.8,39.983,221.43,713.0
11.01.2009 12:10:00,1513,3,20.58,38.687,205.71,602.6
11.01.2009 12:20:00,1514,1,20.58,42.332,192.86,529.0
11.01.2009 12:30:00,1515,2,20.88,40.874,178.57,593.4
11.01.2009 12:40:00,1516,4,20.8,39.983,225.71,699.2
11.01.2009 12:50:00,1516,1,20.58,42.332,192.86,533.6
11.01.2009 13:00:00,1517,3,20.58,38.647,202.86,602.6
11.01.2009 13:10:00,1519,2,20.87,40.874,177.14,588.8
11.01.2009 13:20:00,1520,1,20.58,42.332,192.86,529.0
11.01.2009 13:30:00,1520,4,20.79,39.983,221.43,713.0
11.01.2009 13:40:00,1521,3,20.57,38.647,205.71,602.6
11.01.2009 13:50:00,1523,2,20.88,40.874,178.57,598.0
11.01.2009 14:00:00,1524,1,20.58,42.332,192.86,529.0
11.01.2009 14:10:00,1524,4,20.79,39.983,224.29,713.0
11.01.2009 14:20:00,1525,3,20.58,38.687,205.71,598.0
11.01.2009 14:30:00,1527,2,20.88,40.874,178.57,598.0
11.01.2009 14:40:00,1528,3,20.58,38.647,208.57,602.6
11.01.2009 14:50:00,1528,4,20.79,39.983,224.29,708.4
11.01.2009 15:00:00,1529,1,20.58,42.291,190.0,524.4
11.01.2009 15:10:00,1531,2,20.88,40.874,175.71,593.4
11.01.2009 15:20:00,1532,4,20.79,39.983,224.29,717.6
11.01.2009 15:30:00,1533,3,20.58,38.687,205.71,598.0
11.01.2009 15:40:00,1533,1,20.59,42.332,194.29,529.0
11.01.2009 15:50:00,1535,2,20.88,40.874,178.57,593.4
11.01.2009 16:00:00,1536,4,20.78,39.983,222.86,713.0
11.01.2009 16:10:00,1537,1,20.58,42.332,192.86,529.0
11.01.2009 16:20:00,1537,3,20.58,38.687,204.29,602.6
11.01.2009 16:30:00,1539,2,20.88,40.874,177.14,593.4
11.01.2009 16:40:00,1540,1,20.58,42.332,192.86,533.6
11.01.2009 16:50:00,1540,4,20.79,39.983,222.86,713.0
11.01.2009 17:00:00,1541,3,20.58,38.687,205.71,598.0
11.01.2009 17:10:00,1543,2,20.87,40.874,178.57,593.4
11.01.2009 17:20:00,1544,4,20.8,39.983,222.86,713.0
11.01.2009 17:30:00,1544,1,20.58,42.291,192.86,538.2
11.01.2009 17:40:00,1545,3,20.59,38.687,205.71,602.6
