214,29
197,14
174,29
211,43
198,57
185,71
175,71
214,29
198,57
185,71
171,43
187,14
197,14
211,43
171,43
211,43
197,14
187,14
171,43
187,14
211,43
197,14
172,86
197,14
185,71
212,86
172,86
211,43
201,43
187,14
168,57
214,29
198,57
185,71
172,86
195,71
215,71
188,57
170,0
197,14
212,86
187,14
171,43
197,14
212,86
185,71
172,86
187,14
214,29
195,71
171,43
198,57
185,71
214,29
171,43
215,71
197,14
187,14
172,86
185,71
198,57
221,43
171,43
185,71
197,14
215,71
171,43
187,14
214,29
198,57
171,43
190,0
197,14
212,86
171,43
198,57
214,29
185,71
172,86
185,71
212,86
197,14
172,86
200,0
212,86
187,14
172,86
214,29
185,71
197,14
171,43
200,0
214,29
185,71
170,0
187,14
214,29
194,29
174,29
197,14
187,14
212,86
171,43
187,14
200,0
211,43
170,0
197,14
212,86
187,14
172,86
197,14
188,57
214,29
170,0
185,71
214,29
197,14
172,86
185,71
215,71
198,57
171,43
197,14
187,14
214,29
171,43
187,14
195,71
214,29
171,43
212,86
198,57
187,14
172,86
187,14
200,0
211,43
172,86
214,29
198,57
192,86
172,86
212,86
184,29
198,57
172,86
192,86
214,29
187,14
172,86
212,86
187,14
197,14
172,86
185,71
212,86
200,0
171,43
215,71
198,57
188,57
175,71
217,14
198,57
188,57
170,0
218,57
187,14
198,57
171,43
190,0
198,57
214,29
170,0
215,71
187,14
198,57
174,29
185,71
217,14
197,14
171,43
182,86
198,57
217,14
172,86
214,29
187,14
198,57
174,29
198,57
187,14
214,29
171,43
187,14
198,57
212,86
172,86
188,57
200,0
214,29
177,14
200,0
215,71
187,14
172,86
215,71
185,71
198,57
172,86
198,57
215,71
188,57
171,43
198,57
188,57
215,71
172,86
200,0
187,14
217,14
172,86
214,29
200,0
188,57
172,86
212,86
188,57
200,0
172,86
188,57
214,29
172,86
198,57
188,57
215,71
201,43
171,43
215,71
188,57
200,0
178,57
217,14
200,0
187,14
172,86
197,14
217,14
187,14
172,86
210,0
187,14
200,0
172,86
215,71
188,57
198,57
172,86
188,57
215,71
195,71
175,71
215,71
200,0
188,57
171,43
215,71
198,57
190,0
174,29
200,0
187,14
217,14
174,29
215,71
187,14
198,57
172,86
217,14
188,57
200,0
171,43
188,57
198,57
214,29
171,43
187,14
200,0
217,14
172,86
188,57
198,57
217,14
174,29
187,14
198,57
215,71
172,86
215,71
198,57
185,71
174,29
215,71
188,57
197,14
171,43
212,86
200,0
188,57
171,43
198,57
217,14
187,14
172,86
217,14
187,14
198,57
171,43
187,14
212,86
200,0
172,86
184,29
198,57
212,86
167,14
215,71
198,57
188,57
171,43
187,14
198,57
215,71
172,86
198,57
214,29
188,57
172,86
215,71
197,14
187,14
167,14
215,71
187,14
198,57
174,29
215,71
185,71
198,57
172,86
215,71
187,14
197,14
171,43
188,57
217,14
198,57
172,86
187,14
198,57
217,14
172,86
188,57
197,14
217,14
172,86
212,86
198,57
187,14
174,29
217,14
187,14
198,57
171,43
198,57
218,57
185,71
171,43
187,14
215,71
198,57
172,86
187,14
214,29
197,14
172,86
217,14
187,14
202,86
170,0
195,71
212,86
187,14
171,43
214,29
197,14
187,14
172,86
187,14
197,14
212,86
172,86
217,14
195,71
187,14
171,43
184,29
212,86
195,71
170,0
197,14
187,14
214,29
171,43
214,29
187,14
197,14
172,86
197,14
188,57
214,29
170,0
197,14
215,71
185,71
174,29
210,0
185,71
197,14
171,43
187,14
197,14
214,29
172,86
214,29
197,14
184,29
172,86
184,29
197,14
215,71
172,86
214,29
197,14
182,86
172,86
215,71
194,29
187,14
171,43
192,86
212,86
185,71
168,57
197,14
188,57
215,71
171,43
187,14
198,57
214,29
172,86
188,57
198,57
215,71
170,0
187,14
195,71
214,29
175,71
187,14
210,0
197,14
171,43
187,14
215,71
200,0
172,86
185,71
215,71
197,14
172,86
214,29
200,0
187,14
177,14
185,71
197,14
217,14
172,86
198,57
217,14
187,14
171,43
187,14
215,71
194,29
172,86
187,14
215,71
198,57
171,43
214,29
198,57
190,0
172,86
188,57
217,14
200,0
171,43
198,57
217,14
184,29
172,86
187,14
198,57
217,14
174,29
188,57
198,57
215,71
172,86
215,71
188,57
200,0
171,43
218,57
198,57
187,14
174,29
215,71
198,57
188,57
172,86
188,57
200,0
220,0
172,86
198,57
214,29
188,57
174,29
188,57
214,29
198,57
174,29
188,57
214,29
200,0
